5.656652408596712	7.488752371657947	7.488752371657947	7.488752371657947
6.942713162969406	9.858761033300581	9.858761033300581	9.858761033300581
5.8342713593527	6.381319569496683	6.381319569496683	7.335167798785938
6.359360919833605	6.687618700146855	7.623863947271844	6.359360919833605
5.589133843961107	5.834932978891672	6.582978444907871	7.0884878325653125
7.0884878325653125	8.437486440058022	7.825029050020614	6.2355088186229235
5.93554154307305	8.884135551694428	8.884135551694428	8.884135551694428
8.228495050423318	8.228495050423318	8.228495050423318	8.437486440058022
7.405772903413266	7.623863947271844	7.623863947271844	8.804501175754087
7.825029050020614	7.4100090672150225	5.495627952188689	9.182174698595215
