7.488752371657947	7.488752371657947	7.488752371657947	7.488752371657947
9.858761033300581	9.858761033300581	9.858761033300581	9.858761033300581
6.381319569496683	6.381319569496683	6.687618700146855	9.182174698595215
6.359360919833605	6.359360919833605	6.359360919833605	7.812705295128641
5.728756699666474	5.728756699666474	7.0884878325653125	7.0884878325653125
5.707846952570354	6.2355088186229235	6.2355088186229235	7.825029050020614
8.884135551694428	8.884135551694428	8.884135551694428	8.884135551694428
8.228495050423318	8.228495050423318	8.437486440058022	8.437486440058022
7.623863947271844	7.623863947271844	8.804501175754087	9.182174698595215
5.364003839170622	5.495627952188689	6.582978444907871	7.227033631988409
